Generation,evals,avg,std,min,max,best_one,fitness_best_one 
601,436,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
602,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
603,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
604,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
605,414,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
606,410,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
607,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
608,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
609,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
610,406,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
611,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
612,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
613,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
614,440,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
615,432,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
616,454,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
617,440,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
618,448,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
619,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
620,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
621,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
622,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
623,432,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
624,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
625,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
626,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
627,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
628,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
629,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
630,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
631,440,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
632,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
633,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
634,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
635,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
636,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
637,414,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
638,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
639,442,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
640,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
641,436,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
642,436,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
643,402,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
644,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
645,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
646,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
647,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
648,414,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
649,388,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
650,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
651,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
652,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
653,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
654,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
655,410,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
656,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
657,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
658,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
659,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
660,450,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
661,432,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
662,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
663,410,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
664,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
665,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
666,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
667,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
668,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
669,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
670,446,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
671,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
672,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
673,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
674,398,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
675,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
676,410,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
677,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
678,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
679,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
680,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
681,448,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
682,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
683,432,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
684,436,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
685,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
686,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
687,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
688,406,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
689,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
690,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
691,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
692,440,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
693,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
